date_evenement;categorie_evenement;type_evenement;pole;service;lieu;fonction_declarant;gravite_cloture
27/3/2009;C - Vie hospitalière;autre (à préciser);A;Urologie;Chambre;Cadre de santé-cadre administratif;Modérée
28/3/2009;D - Vigilances;Nutrivigilance;R;Réanimation Pédiatrique;Autre lieu de soins;Infirmier-infirmier spécialisé-puéricultrice;Modérée
26/3/2009;D - Vigilances;Pharmacovigilance;R;Réanimation Pédiatrique;Chambre;Médecin;Modérée
28/3/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;A;Néphrologie adulte;Chambre;Cadre de santé-cadre administratif;Modérée
28/3/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;A;Néphrologie adulte;Chambre;Cadre de santé-cadre administratif;Modérée
29/3/2009;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;A;Urologie;Toilettes/douche destinés aux patients;Infirmier-infirmier spécialisé-puéricultrice;Modérée
30/3/2009;C - Vie hospitalière;panne ou perte de matériel;P;Unité d'Immunologie et d'Hématologie pédiatriques;Bureaux - locaux administratifs - archives;Cadre de santé-cadre administratif;Majeure
27/3/2009;A - Activités médicales et de soins;complication liée aux soins;P;Pédiatrie Générale;Chambre;Cadre de santé-cadre administratif;Modérée
30/3/2009;D - Vigilances;matériovigilance;R;Anesthésie-Réanimation;Chambre;Cadre de santé-cadre administratif;Modérée
30/3/2009;B - Organisation des soins - Relations avec le patient;autre (à préciser);A;Transplantation & Réanimation adultes;Chambre;Cadre de santé-cadre administratif;Majeure
30/3/2009;B - Organisation des soins - Relations avec le patient;sortie contre avis médical;M;Chirurgie orthopédique pédiatrique;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Mineure
30/3/2009;A - Activités médicales et de soins;complication liée aux soins;R;CUDR;Chambre;Cadre de santé-cadre administratif;Majeure
31/3/2009;B - Organisation des soins - Relations avec le patient;déprogrammation d'acte(s);Q;Maternité site Necker;Consultations - radio - salle d'examens;Infirmier-infirmier spécialisé-puéricultrice;Majeure
31/3/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;A;Ophtalmologie;Consultations - radio - salle d'examens;Cadre de santé-cadre administratif;Modérée
31/3/2009;A - Activités médicales et de soins;complication liée aux soins;R;Anesthésie-Réanimation;Chambre;Médecin;Majeure
29/3/2009;C - Vie hospitalière;panne ou perte de matériel;R;CUDR;Ascenseur;Cadre de santé-cadre administratif;Majeure
27/3/2009;A - Activités médicales et de soins;complication liée aux soins;Q;Chirurgie cardiaque pédiatrique;Chambre;Cadre de santé-cadre administratif;Majeure
1/4/2009;B - Organisation des soins - Relations avec le patient;autre (à préciser);B;Chambre mortuaire;Autre lieu de soins;Infirmier-infirmier spécialisé-puéricultrice;Modérée
1/4/2009;C - Vie hospitalière;Incidents liés aux chantiers;Q;Cardiologie Pédiatrique;Chambre;Cadre de santé-cadre administratif;Catastrophique
1/4/2009;C - Vie hospitalière;Incidents liés aux chantiers;P;Unité d'Immunologie et d'Hématologie pédiatriques;Chambre;Cadre de santé-cadre administratif;Modérée
1/4/2009;C - Vie hospitalière;Incidents liés aux chantiers;P;Hôpital de jour multidisciplinaire;Tout le service;Infirmier-infirmier spécialisé-puéricultrice;Majeure
1/4/2009;C - Vie hospitalière;Incidents liés aux chantiers;Z;Brancardage;Ascenseur;Aide-soignant-ASH;Modérée
1/4/2009;C - Vie hospitalière;Incidents liés aux chantiers;Q;Chirurgie cardiaque pédiatrique;Tout le service;Cadre de santé-cadre administratif;Catastrophique
1/4/2009;C - Vie hospitalière;Incidents liés aux chantiers;I;Radiologie adultes;Consultations - radio - salle d'examens;Cadre de santé-cadre administratif;Majeure
1/4/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;A;consultations multidisciplinaires;Consultations - radio - salle d'examens;Cadre de santé-cadre administratif;Catastrophique
1/4/2009;A - Activités médicales et de soins;autre (à préciser);P;Pédiatrie Générale;Autre lieu professionnel;Infirmier-infirmier spécialisé-puéricultrice;Majeure
1/4/2009;C - Vie hospitalière;Incidents liés aux chantiers;I;Radiologie pédiatrie;Consultations - radio - salle d'examens;Cadre de santé-cadre administratif;Majeure
6/3/2009;A - Activités médicales et de soins;dossier médical et de soins;R;Anesthésie-Réanimation;Consultations - radio - salle d'examens;Médecin;Majeure
1/4/2009;C - Vie hospitalière;Incidents liés aux chantiers;A;Hématologie clinique adultes;Chambre;Cadre de santé-cadre administratif;Majeure
1/4/2009;C - Vie hospitalière;restauration;M;Gastroentérologie & nutrition pédiatriques;Office alimentaire;Aide-soignant-ASH;Modérée
1/4/2009;C - Vie hospitalière;Incidents liés aux chantiers;M;Néphrologie pédiatrique;Tout le service;Cadre de santé-cadre administratif;Majeure
23/3/2009;D - Vigilances;biovigilance;A;Bloc opératoire du pôle;Salle d'opération/salle de réveil;Cadre de santé-cadre administratif;Modérée
1/4/2009;B - Organisation des soins - Relations avec le patient;transport de patient;P;Pédiatrie Générale;Chambre;Cadre de santé-cadre administratif;Majeure
1/4/2009;C - Vie hospitalière;Incidents liés aux chantiers;Q;Cardiologie Pédiatrique;Circulation : couloir - escalier - galerie - passerelle...;Cadre de santé-cadre administratif;Modérée
1/4/2009;C - Vie hospitalière;Incidents liés aux chantiers;Z;Sécurité incendie;Circulation : couloir - escalier - galerie - passerelle...;Personnel administratif;Majeure
1/4/2009;C - Vie hospitalière;Incidents liés aux chantiers;R;Anesthésie-Réanimation;Bureaux - locaux administratifs - archives;Médecin;Majeure
2/4/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;Z;Direction des investissements;Parking - cour - jardin;Ingénieur-responsable des services techniques;Modérée
2/4/2009;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;A;Cardiologie Adultes;Consultations - radio - salle d'examens;Cadre de santé-cadre administratif;Mineure
2/4/2009;A - Activités médicales et de soins;circuit médicaments - dispositifs médicaux stériles;P;Hôpital de jour multidisciplinaire;Laboratoires - pharmacie;Infirmier-infirmier spécialisé-puéricultrice;Modérée
2/4/2009;C - Vie hospitalière;restauration;P;Hôpital de jour multidisciplinaire;Tout le service;Infirmier-infirmier spécialisé-puéricultrice;Modérée
2/4/2009;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;P;Pédiatrie Générale;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Mineure
30/3/2009;D - Vigilances;matériovigilance;P;Activité pédiatrique ambulatoire;Poste de soins;Cadre de santé-cadre administratif;Modérée
1/4/2009;C - Vie hospitalière;Incidents liés aux chantiers;B;laboratoire d'hématologie;Laboratoires - pharmacie;Cadre de santé-cadre administratif;Majeure
3/4/2009;C - Vie hospitalière;Incidents liés aux chantiers;B;laboratoire d'hématologie;Laboratoires - pharmacie;Cadre de santé-cadre administratif;Majeure
2/4/2009;A - Activités médicales et de soins;complication liée aux soins;R;Anesthésie-Réanimation;Poste de soins;Cadre de santé-cadre administratif;Catastrophique
3/4/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;A;Ophtalmologie;Chambre;Aide-soignant-ASH;Mineure
3/4/2009;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;Q;Maternité site Necker;Circulation : couloir - escalier - galerie - passerelle...;Infirmier-infirmier spécialisé-puéricultrice;Mineure
4/4/2009;B - Organisation des soins - Relations avec le patient;fugue ou patient égaré;P;Pneumologie - Allergologie pédiatrique;Sans objet ou lieu inconnu ( fugues - pertes ...);Aide-soignant-ASH;Majeure
5/4/2009;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;P;Pédiatrie Générale;Salle à manger-salle TV - salle de jeux...;Infirmier-infirmier spécialisé-puéricultrice;Mineure
6/4/2009;C - Vie hospitalière;salubrité-propreté des locaux;R;Anesthésie-Réanimation;Toilettes;Cadre de santé-cadre administratif;Modérée
18/3/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;P;Unité d'Immunologie et d'Hématologie pédiatriques;Autre lieu professionnel;Cadre de santé-cadre administratif;Mineure
4/4/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;P;Pédopsychiatrie;Bureaux - locaux administratifs - archives;Infirmier-infirmier spécialisé-puéricultrice;Majeure
6/4/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;P;Unité d'Immunologie et d'Hématologie pédiatriques;Circulation : couloir - escalier - galerie - passerelle...;Cadre de santé-cadre administratif;Modérée
6/4/2009;C - Vie hospitalière;salubrité-propreté des locaux;P;Activité pédiatrique ambulatoire;Consultations - radio - salle d'examens;Cadre de santé-cadre administratif;Majeure
7/4/2009;C - Vie hospitalière;restauration;Z;Direction de la logistique et des achats;Autre lieu professionnel;Cadre de santé-cadre administratif;Majeure
6/4/2009;D - Vigilances;Réactovigilance;R;Réanimation Pédiatrique;Chambre;Médecin;Modérée
7/4/2009;B - Organisation des soins - Relations avec le patient;autre (à préciser);I;Radiologie pédiatrie;Consultations - radio - salle d'examens;Cadre de santé-cadre administratif;Majeure
7/4/2009;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;M;Neuro-chirurgie;Circulation : couloir - escalier - galerie - passerelle...;Infirmier-infirmier spécialisé-puéricultrice;Modérée
8/4/2009;C - Vie hospitalière;salubrité-propreté des locaux;P;Unité d'Immunologie et d'Hématologie pédiatriques;Salle d'attente-hall - caisse - accueil;Cadre de santé-cadre administratif;Modérée
8/4/2009;B - Organisation des soins - Relations avec le patient;transport de patient;Z;Brancardage;Chambre;Aide-soignant-ASH;Modérée
8/4/2009;B - Organisation des soins - Relations avec le patient;risques professionnels;P;Hôpital de jour multidisciplinaire;Circulation : couloir - escalier - galerie - passerelle...;Cadre de santé-cadre administratif;Modérée
19/3/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;P;Unité d'Immunologie et d'Hématologie pédiatriques;Autre lieu de soins;Cadre de santé-cadre administratif;Mineure
23/3/2009;D - Vigilances;biovigilance;A;Transplantation & Réanimation adultes;Poste de soins;Cadre de santé-cadre administratif;Modérée
9/4/2009;A - Activités médicales et de soins;complication liée aux soins;R;Anesthésie-Réanimation;Chambre;Médecin;Majeure
7/4/2009;A - Activités médicales et de soins;autre (à préciser);R;Anesthésie-Réanimation;Salle d'opération/salle de réveil;Médecin;Majeure
6/4/2009;C - Vie hospitalière;panne ou perte de matériel;R;Anesthésie-Réanimation;Poste de soins;Médecin;Modérée
9/4/2009;C - Vie hospitalière;panne ou perte de matériel;R;Anesthésie-Réanimation;Poste de soins;Médecin;Mineure
9/4/2009;C - Vie hospitalière;panne ou perte de matériel;A;Hématologie clinique adultes;Bureaux - locaux administratifs - archives;Secrétaire-agent administratif;Modérée
9/4/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;R;Anesthésie-Réanimation;Parking - cour - jardin;Cadre de santé-cadre administratif;Majeure
9/4/2009;C - Vie hospitalière;panne ou perte de matériel;M;Néphrologie pédiatrique;Ascenseur;Cadre de santé-cadre administratif;Majeure
9/4/2009;C - Vie hospitalière;autre (à préciser);Z;Sécurité incendie;Bureaux - locaux administratifs - archives;Personnel administratif;Majeure
9/4/2009;C - Vie hospitalière;autre (à préciser);Z;Sécurité incendie;Tout le service;Personnel administratif;Majeure
8/4/2009;A - Activités médicales et de soins;complication liée aux soins;P;Pédiatrie Générale;Laboratoires - pharmacie;Cadre de santé-cadre administratif;Modérée
3/4/2009;A - Activités médicales et de soins;circuit médicaments - dispositifs médicaux stériles;P;Neurologie- métabolisme-endocrinologie-diabétologie pédiatrique;Sans objet ou lieu inconnu ( fugues - pertes ...);Médecin;Majeure
11/4/2009;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;A;Hématologie clinique adultes;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Mineure
11/4/2009;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;A;Infectiologie;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Mineure
12/4/2009;B - Organisation des soins - Relations avec le patient;risques professionnels;R;CUDR;Consultations - radio - salle d'examens;Infirmier-infirmier spécialisé-puéricultrice;Modérée
9/4/2009;A - Activités médicales et de soins;complication liée aux soins;P;Unité d'Immunologie et d'Hématologie pédiatriques;Chambre;Cadre de santé-cadre administratif;Modérée
13/4/2009;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;A;Transplantation & Réanimation adultes;Chambre;Aide-soignant-ASH;Modérée
13/4/2009;B - Organisation des soins - Relations avec le patient;transport de patient;M;Neuro-chirurgie;Salle d'opération/salle de réveil;Infirmier-infirmier spécialisé-puéricultrice;Mineure
9/4/2009;B - Organisation des soins - Relations avec le patient;transport de patient;M;Neuro-chirurgie;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Modérée
15/4/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;M;Neuro-chirurgie;Tout le service;Infirmier-infirmier spécialisé-puéricultrice;Majeure
14/4/2009;D - Vigilances;Nutrivigilance;P;Pneumologie - Allergologie pédiatrique;Office alimentaire;Infirmier-infirmier spécialisé-puéricultrice;Modérée
15/4/2009;D - Vigilances;Réactovigilance;A;Biothérapie;Laboratoires - pharmacie;Technicien-manipulateur-préparateur;Mineure
12/4/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;A;Transplantation & Réanimation adultes;Parking - cour - jardin;Infirmier-infirmier spécialisé-puéricultrice;Modérée
